,date,rmse
0,2022-05-20,0.1645802183888765
1,2022-05-23,0.18201445573465627
2,2022-05-24,0.09015132363187991
3,2022-05-25,0.10553809514675383
4,2022-05-26,0.09775690937319537
5,2022-05-27,0.11517294317162616
6,2022-05-31,0.0825527570808667
7,2022-06-01,0.0753984806845243
8,2022-06-02,0.25497023490251935
9,2022-06-03,0.19128852482473016
10,2022-06-06,0.2625930336077258
11,2022-06-07,0.12197829926890329
12,2022-06-08,0.40199035501239744
13,2022-06-09,0.17084293663348632
14,2022-06-10,0.0787513122790849
15,2022-06-13,0.7135817876777014
16,2022-06-14,0.19288611432998204
17,2022-06-15,0.29995483955287583
18,2022-06-16,0.10891037031620121
19,2022-06-17,0.1670613182068707
20,2022-06-21,0.5944393220191426
21,2022-06-22,0.1405141504500951
22,2022-06-23,0.03418733059700385
23,2022-06-24,0.2870818378661598
24,2022-06-27,0.29392196118987285
25,2022-06-28,0.20060850281661533
26,2022-06-29,0.0438280999731578
27,2022-06-30,0.566213856189469
28,2022-07-01,0.24434877089039406
29,2022-07-05,0.25917887818158764
30,2022-07-06,0.15919051723158723
31,2022-07-07,0.11608587764122329
32,2022-07-08,0.047907273926844865
33,2022-07-11,0.5610772993487543
34,2022-07-12,0.1543504883303983
35,2022-07-13,0.06400088093965689
36,2022-07-14,0.05629432013189056
37,2022-07-15,0.2546359183099163
38,2022-07-18,0.1183065132273296
39,2022-07-19,0.1331545932196671
40,2022-07-20,0.11035934354256678
41,2022-07-21,0.13535873253042913
42,2022-07-22,0.15645995822523223
43,2022-07-25,0.10462295807053339
44,2022-07-26,0.15253641457207986
45,2022-07-27,0.13420895689475018
46,2022-07-28,0.2625803412111003
47,2022-07-29,0.11532925167396654
48,2022-08-01,0.08500806496331692
49,2022-08-02,0.2621923467764629
50,2022-08-03,0.06636947573285511
51,2022-08-04,0.44485094273661235
52,2022-08-05,0.1626002858165631
53,2022-08-08,0.06773929758824418
54,2022-08-09,0.30758217526560117
55,2022-08-10,0.13350455370609063
56,2022-08-11,0.13196568559705074
57,2022-08-12,0.13392990035757985
58,2022-08-15,0.11139096714942742
59,2022-08-16,0.08760876033646889
60,2022-08-17,0.5610167108374098
61,2022-08-18,0.13449477355641823
62,2022-08-19,0.10990875705741353
63,2022-08-22,0.3874120728741736
64,2022-08-23,0.10547262778359993
65,2022-08-24,0.038758854376245634
66,2022-08-25,0.4678019475983711
67,2022-08-26,0.13260545844325866
68,2022-08-29,0.031649644953625544
69,2022-08-30,0.06369283012883573
70,2022-08-31,0.059378419849977
71,2022-09-01,0.36813701388752434
72,2022-09-02,0.1380306221753826
73,2022-09-06,0.09744796391284037
74,2022-09-07,0.47118583275691983
75,2022-09-08,0.12033329628926982
76,2022-09-09,0.1672271147321691
77,2022-09-12,0.2333945151195718
78,2022-09-13,0.1546261570341606
79,2022-09-14,0.4945156081747939
80,2022-09-15,0.1481668761772907
81,2022-09-16,0.0712889634498939
82,2022-09-19,0.07761972747390912
83,2022-09-20,0.4237479616506847
84,2022-09-21,0.12820355546426818
85,2022-09-22,0.07142128500066645
86,2022-09-23,0.3662382321318701
87,2022-09-26,0.09533711599793172
88,2022-09-27,0.4187474449950315
89,2022-09-28,0.11911158192572924
90,2022-09-29,0.03380789886653107
91,2022-09-30,0.0533388810320137
92,2022-10-03,0.46133125536551056
93,2022-10-04,0.15692109549430105
94,2022-10-05,0.15223231954742436
95,2022-10-06,0.1275596351804255
96,2022-10-07,0.11560362239985722
97,2022-10-10,0.0710056264693235
98,2022-10-11,0.10971933884511487
99,2022-10-12,0.08006183579090967
100,2022-10-13,0.09494049786852336
101,2022-10-14,0.3038430133289114
102,2022-10-17,0.20112073943528447
103,2022-10-18,0.13573770801118226
104,2022-10-19,0.18404467700252594
105,2022-10-20,0.07958799702712835
106,2022-10-21,0.2103024627370845
107,2022-10-24,0.27150124275905013
108,2022-10-25,0.12575260129580582
109,2022-10-26,0.1917570614355038
110,2022-10-27,0.1632832795684983
111,2022-10-28,0.13581059709529003
112,2022-10-31,0.07414150146536969
113,2022-11-01,0.053330081433896184
114,2022-11-02,0.05162181374749094
115,2022-11-03,0.27359048006966075
116,2022-11-04,0.09436254557623121
117,2022-11-07,0.1131319668951884
118,2022-11-08,0.2724447054521071
119,2022-11-09,0.11567117532385916
120,2022-11-10,0.3483550889430254
121,2022-11-11,0.15069910132681416
122,2022-11-14,0.10860687713085512
123,2022-11-15,0.5380289180130877
124,2022-11-16,0.14257037321438454
125,2022-11-17,0.594198036270191
126,2022-11-18,0.29153692167633527
127,2022-11-21,0.04960411999108882
128,2022-11-22,0.02640363425533655
129,2022-11-23,0.1931494769114565
130,2022-11-25,0.07594298063716884
131,2022-11-28,0.08534362977332458
132,2022-11-29,0.3518060691884908
133,2022-11-30,0.33004550440000036
134,2022-12-01,0.1557399710887531
135,2022-12-02,0.05390299914439761
136,2022-12-05,0.06781691900665454
137,2022-12-06,0.40239885989012497
138,2022-12-07,0.12246744830893826
139,2022-12-08,0.11121698284398052
140,2022-12-09,0.06976432485260708
141,2022-12-12,0.3030085150979197
142,2022-12-13,0.14534740491228648
143,2022-12-14,0.10625524448109673
144,2022-12-15,0.09140727178640051
145,2022-12-16,0.09149112538177476
146,2022-12-19,0.07701208301318963
147,2022-12-20,0.40929255495453
148,2022-12-21,0.18629315741179903
149,2022-12-22,0.10720281970823813
150,2022-12-23,0.08755083181656473
151,2022-12-27,0.19646341793534858
152,2022-12-28,0.08723567131132992
153,2022-12-29,0.2295531974127535
154,2022-12-30,0.06352695176795176
