,date,rmse
0,2022-06-03,0.10550178196696108
1,2022-06-06,0.18254526471198143
2,2022-06-07,0.2828068724854515
3,2022-06-08,0.14397679577865558
4,2022-06-09,0.126788323658934
5,2022-06-10,0.1324831276339105
6,2022-06-13,0.3849500612145116
7,2022-06-14,0.2605099791767565
8,2022-06-15,0.42042372201237665
9,2022-06-16,0.17789576737199955
10,2022-06-17,0.05436993807480796
11,2022-06-21,0.1935656545534534
12,2022-06-22,0.11646614549445172
13,2022-06-23,0.20388559656853567
14,2022-06-24,0.19486241520860095
15,2022-06-27,0.602996512192952
16,2022-06-28,0.3197704899789567
17,2022-06-29,0.25673690341016114
18,2022-06-30,0.28611554287185553
19,2022-07-01,0.16643784692179095
20,2022-07-05,0.49585029238198053
21,2022-07-06,0.1706466787435673
22,2022-07-07,0.12308316300675551
23,2022-07-08,0.10914776415422565
24,2022-07-11,0.21202543359023476
25,2022-07-12,0.27478371338083885
26,2022-07-13,0.1908568416407461
27,2022-07-14,0.12143395251611175
28,2022-07-15,0.2600297926134053
29,2022-07-18,0.12005459152061476
30,2022-07-19,0.14297395739653088
31,2022-07-20,0.10669807656352807
32,2022-07-21,0.3021753185375086
33,2022-07-22,0.2657414119659029
34,2022-07-25,0.16423628993547648
35,2022-07-26,0.37603810657748266
36,2022-07-27,0.06780778470437002
37,2022-07-28,0.23111195195604814
38,2022-07-29,0.09114154485805949
39,2022-08-01,0.21163111701255988
40,2022-08-02,0.13415102942531118
41,2022-08-03,0.1859554681211299
42,2022-08-04,0.1372052414264513
43,2022-08-05,0.0754112796712717
44,2022-08-08,0.20202973291917994
45,2022-08-09,0.1297020551035998
46,2022-08-10,0.3417256135406477
47,2022-08-11,0.16400224083164028
48,2022-08-12,0.07172043792394289
49,2022-08-15,0.27083097739175693
50,2022-08-16,0.15531640132227026
51,2022-08-17,0.39883877257715694
52,2022-08-18,0.13078803456030758
53,2022-08-19,0.0979528822758249
54,2022-08-22,0.24901475726298491
55,2022-08-23,0.33327906083837405
56,2022-08-24,0.2097261802031304
57,2022-08-25,0.1264682137554592
58,2022-08-26,0.08007603325567686
59,2022-08-29,0.36596605147321787
60,2022-08-30,0.06977171423376098
61,2022-08-31,0.2251433744054418
62,2022-09-01,0.1444480692538368
63,2022-09-02,0.2853612920739017
64,2022-09-06,0.29114111653367697
65,2022-09-07,0.4700663583460373
66,2022-09-08,0.3839227815337198
67,2022-09-09,0.17663597993388444
68,2022-09-12,0.30413597598046577
69,2022-09-13,0.23471432488730412
70,2022-09-14,0.4108136174306497
71,2022-09-15,0.22786261144293163
72,2022-09-16,0.2504289344271657
73,2022-09-19,0.19605117000003228
74,2022-09-20,0.49576513460911464
75,2022-09-21,0.36448128876777564
76,2022-09-22,0.3501764831877779
77,2022-09-23,0.2721513308428309
78,2022-09-26,0.26343233265777144
79,2022-09-27,0.42449582460673907
80,2022-09-28,0.20017189161250704
81,2022-09-29,0.1723009265072238
82,2022-09-30,0.0478926095604615
83,2022-10-03,0.45299081945985886
84,2022-10-04,0.1642491085104594
85,2022-10-05,0.41958524358378213
86,2022-10-06,0.36165950035652594
87,2022-10-07,0.12994826853293612
88,2022-10-10,0.1151287449200051
89,2022-10-11,0.1900525962527148
90,2022-10-12,0.14087252244386606
91,2022-10-13,0.14428128241602783
92,2022-10-14,0.2549741564421561
93,2022-10-17,0.14150183597157842
94,2022-10-18,0.1274741965085767
95,2022-10-19,0.15729358893803466
96,2022-10-20,0.2072510957922184
97,2022-10-21,0.21520679030186723
98,2022-10-24,0.49763986714057107
99,2022-10-25,0.26335396337598976
100,2022-10-26,0.1857595358497215
101,2022-10-27,0.36705176723902405
102,2022-10-28,0.09359179156536938
103,2022-10-31,0.25799577076163605
104,2022-11-01,0.2683205034376885
105,2022-11-02,0.13238115855241672
106,2022-11-03,0.26969507291841194
107,2022-11-04,0.10964090503661701
108,2022-11-07,0.33821587031067124
109,2022-11-08,0.18152713488669503
110,2022-11-09,0.2166615134058292
111,2022-11-10,0.13748099270349737
112,2022-11-11,0.08187854299615398
113,2022-11-14,0.16704770015797074
114,2022-11-15,0.4022502531461667
115,2022-11-16,0.0958056040267491
116,2022-11-17,0.16895093338616649
117,2022-11-18,0.11567770791881506
118,2022-11-21,0.09867892431930253
119,2022-11-22,0.17956146676405116
120,2022-11-23,0.12087433539429844
121,2022-11-25,0.16881386542567287
122,2022-11-28,0.34169222797565013
123,2022-11-29,0.37789324670021746
124,2022-11-30,0.22955637050511252
125,2022-12-01,0.08735529050741414
126,2022-12-02,0.25285241918478296
127,2022-12-05,0.3070651209029461
128,2022-12-06,0.33883252307693373
129,2022-12-07,0.09938903643451819
130,2022-12-08,0.13282866028045207
131,2022-12-09,0.11061998224907377
132,2022-12-12,0.45931074149350765
133,2022-12-13,0.19513889812901483
134,2022-12-14,0.2614585278306776
135,2022-12-15,0.14804519658515236
136,2022-12-16,0.054163542581468826
137,2022-12-19,0.13017294953929548
138,2022-12-20,0.136955472580697
139,2022-12-21,0.4502398616177986
140,2022-12-22,0.14939439515747158
141,2022-12-23,0.1059654284520838
142,2022-12-27,0.21738252262512528
143,2022-12-28,0.1396825918268468
144,2022-12-29,0.20060498731646736
145,2022-12-30,0.16997173281320127
146,2023-01-03,0.26646532221735514
147,2023-01-04,0.44663939412096265
148,2023-01-05,0.172911558595428
149,2023-01-06,0.1368827723405423
150,2023-01-09,0.23198601285114853
151,2023-01-10,0.2692136636293296
152,2023-01-11,0.188079581292524
153,2023-01-12,0.10857631579732323
154,2023-01-13,0.08778163831372628
