secid,date,cp_flag,index_flag,cusip,ticker,sic,exchange_d,class,issue_type,industry_group,volume,open_interest
108105,21/01/2015,,1,64881510,SPX,9999,32768,,A,,904479,10011318
108105,21/01/2015,C,1,64881510,SPX,9999,32768,,A,,298892,3320371
108105,21/01/2015,P,1,64881510,SPX,9999,32768,,A,,605587,6690947
108105,22/01/2015,,1,64881510,SPX,9999,32768,,A,,923323,10346234
108105,22/01/2015,C,1,64881510,SPX,9999,32768,,A,,322789,3408608
108105,22/01/2015,P,1,64881510,SPX,9999,32768,,A,,600534,6937626
108105,23/01/2015,,1,64881510,SPX,9999,32768,,A,,1163070,10626615
108105,23/01/2015,C,1,64881510,SPX,9999,32768,,A,,397370,3497936
108105,23/01/2015,P,1,64881510,SPX,9999,32768,,A,,765700,7128679
108105,26/01/2015,,1,64881510,SPX,9999,32768,,A,,627267,10204284
108105,26/01/2015,C,1,64881510,SPX,9999,32768,,A,,224307,3373198
108105,26/01/2015,P,1,64881510,SPX,9999,32768,,A,,402960,6831086
108105,27/01/2015,,1,64881510,SPX,9999,32768,,A,,709059,10420675
108105,27/01/2015,C,1,64881510,SPX,9999,32768,,A,,248562,3438756
108105,27/01/2015,P,1,64881510,SPX,9999,32768,,A,,460497,6981919
108105,28/01/2015,,1,64881510,SPX,9999,32768,,A,,806235,10633868
108105,28/01/2015,C,1,64881510,SPX,9999,32768,,A,,290123,3503207
108105,28/01/2015,P,1,64881510,SPX,9999,32768,,A,,516112,7130661
108105,29/01/2015,,1,64881510,SPX,9999,32768,,A,,1165819,10908523
108105,29/01/2015,C,1,64881510,SPX,9999,32768,,A,,390091,3580881
108105,29/01/2015,P,1,64881510,SPX,9999,32768,,A,,775728,7327642
108105,30/01/2015,,1,64881510,SPX,9999,32768,,A,,1183397,11279735
108105,30/01/2015,C,1,64881510,SPX,9999,32768,,A,,335027,3698642
108105,30/01/2015,P,1,64881510,SPX,9999,32768,,A,,848370,7581093
108105,02/02/2015,,1,64881510,SPX,9999,32768,,A,,835239,10714481
108105,02/02/2015,C,1,64881510,SPX,9999,32768,,A,,317856,3494164
108105,02/02/2015,P,1,64881510,SPX,9999,32768,,A,,517383,7220317
108105,03/02/2015,,1,64881510,SPX,9999,32768,,A,,956485,10949264
108105,03/02/2015,C,1,64881510,SPX,9999,32768,,A,,324970,3561491
108105,03/02/2015,P,1,64881510,SPX,9999,32768,,A,,631515,7387773
108105,04/02/2015,,1,64881510,SPX,9999,32768,,A,,641269,11189352
108105,04/02/2015,C,1,64881510,SPX,9999,32768,,A,,197209,3628897
108105,04/02/2015,P,1,64881510,SPX,9999,32768,,A,,444060,7560455
108105,05/02/2015,,1,64881510,SPX,9999,32768,,A,,805165,11394599
108105,05/02/2015,C,1,64881510,SPX,9999,32768,,A,,295066,3661449
108105,05/02/2015,P,1,64881510,SPX,9999,32768,,A,,510099,7733150
108105,06/02/2015,,1,64881510,SPX,9999,32768,,A,,1493445,11691527
108105,06/02/2015,C,1,64881510,SPX,9999,32768,,A,,540680,3745026
108105,06/02/2015,P,1,64881510,SPX,9999,32768,,A,,952765,7946501
108105,09/02/2015,,1,64881510,SPX,9999,32768,,A,,763948,11414364
108105,09/02/2015,C,1,64881510,SPX,9999,32768,,A,,263765,3703289
108105,09/02/2015,P,1,64881510,SPX,9999,32768,,A,,500183,7711075
108105,10/02/2015,,1,64881510,SPX,9999,32768,,A,,721467,11784449
108105,10/02/2015,C,1,64881510,SPX,9999,32768,,A,,268715,3784354
108105,10/02/2015,P,1,64881510,SPX,9999,32768,,A,,452752,8000095
108105,11/02/2015,,1,64881510,SPX,9999,32768,,A,,664624,11953799
108105,11/02/2015,C,1,64881510,SPX,9999,32768,,A,,233132,3841741
108105,11/02/2015,P,1,64881510,SPX,9999,32768,,A,,431492,8112058
108105,12/02/2015,,1,64881510,SPX,9999,32768,,A,,913194,12154780
108105,12/02/2015,C,1,64881510,SPX,9999,32768,,A,,356497,3903136
108105,12/02/2015,P,1,64881510,SPX,9999,32768,,A,,556697,8251644
108105,13/02/2015,,1,64881510,SPX,9999,32768,,A,,1083323,12454034
108105,13/02/2015,C,1,64881510,SPX,9999,32768,,A,,365246,3999147
108105,13/02/2015,P,1,64881510,SPX,9999,32768,,A,,718077,8454887
108105,17/02/2015,,1,64881510,SPX,9999,32768,,A,,760038,12043801
108105,17/02/2015,C,1,64881510,SPX,9999,32768,,A,,277384,3880685
108105,17/02/2015,P,1,64881510,SPX,9999,32768,,A,,482654,8163116
108105,18/02/2015,,1,64881510,SPX,9999,32768,,A,,1126377,12265122
108105,18/02/2015,C,1,64881510,SPX,9999,32768,,A,,352627,3932815
108105,18/02/2015,P,1,64881510,SPX,9999,32768,,A,,773750,8332307
108105,19/02/2015,,1,64881510,SPX,9999,32768,,A,,1005777,12875594
108105,19/02/2015,C,1,64881510,SPX,9999,32768,,A,,408788,4046548
108105,19/02/2015,P,1,64881510,SPX,9999,32768,,A,,596989,8829046
108105,20/02/2015,,1,64881510,SPX,9999,32768,,A,,917104,10710140
108105,20/02/2015,C,1,64881510,SPX,9999,32768,,A,,330429,3514706
108105,20/02/2015,P,1,64881510,SPX,9999,32768,,A,,586675,7195434
108105,23/02/2015,,1,64881510,SPX,9999,32768,,A,,617192,11173351
108105,23/02/2015,C,1,64881510,SPX,9999,32768,,A,,242287,3653380
108105,23/02/2015,P,1,64881510,SPX,9999,32768,,A,,374905,7519971
108105,24/02/2015,,1,64881510,SPX,9999,32768,,A,,912728,11419329
108105,24/02/2015,C,1,64881510,SPX,9999,32768,,A,,296780,3712879
108105,24/02/2015,P,1,64881510,SPX,9999,32768,,A,,615948,7706450
108105,25/02/2015,,1,64881510,SPX,9999,32768,,A,,848866,11756165
108105,25/02/2015,C,1,64881510,SPX,9999,32768,,A,,293878,3782894
108105,25/02/2015,P,1,64881510,SPX,9999,32768,,A,,554988,7973271
108105,26/02/2015,,1,64881510,SPX,9999,32768,,A,,565132,12124835
108105,26/02/2015,C,1,64881510,SPX,9999,32768,,A,,190112,3866758
108105,26/02/2015,P,1,64881510,SPX,9999,32768,,A,,375020,8258077
108105,27/02/2015,,1,64881510,SPX,9999,32768,,A,,971503,12315830
108105,27/02/2015,C,1,64881510,SPX,9999,32768,,A,,320577,3910332
108105,27/02/2015,P,1,64881510,SPX,9999,32768,,A,,650926,8405498
108105,02/03/2015,,1,64881510,SPX,9999,32768,,A,,599845,11542505
108105,02/03/2015,C,1,64881510,SPX,9999,32768,,A,,201838,3704494
108105,02/03/2015,P,1,64881510,SPX,9999,32768,,A,,398007,7838011
108105,03/03/2015,,1,64881510,SPX,9999,32768,,A,,644235,11756009
108105,03/03/2015,C,1,64881510,SPX,9999,32768,,A,,181981,3764190
108105,03/03/2015,P,1,64881510,SPX,9999,32768,,A,,462254,7991819
108105,04/03/2015,,1,64881510,SPX,9999,32768,,A,,701390,12010926
108105,04/03/2015,C,1,64881510,SPX,9999,32768,,A,,235383,3810812
108105,04/03/2015,P,1,64881510,SPX,9999,32768,,A,,466007,8200114
108105,05/03/2015,,1,64881510,SPX,9999,32768,,A,,505785,12260215
108105,05/03/2015,C,1,64881510,SPX,9999,32768,,A,,166609,3865617
108105,05/03/2015,P,1,64881510,SPX,9999,32768,,A,,339176,8394598
108105,06/03/2015,,1,64881510,SPX,9999,32768,,A,,1250215,12450892
108105,06/03/2015,C,1,64881510,SPX,9999,32768,,A,,397491,3908016
108105,06/03/2015,P,1,64881510,SPX,9999,32768,,A,,852724,8542876
108105,09/03/2015,,1,64881510,SPX,9999,32768,,A,,572370,11935759
108105,09/03/2015,C,1,64881510,SPX,9999,32768,,A,,186280,3769953
108105,09/03/2015,P,1,64881510,SPX,9999,32768,,A,,386090,8165806
108105,10/03/2015,,1,64881510,SPX,9999,32768,,A,,1156423,12187478
108105,10/03/2015,C,1,64881510,SPX,9999,32768,,A,,433070,3834970
108105,10/03/2015,P,1,64881510,SPX,9999,32768,,A,,723353,8352508
108105,11/03/2015,,1,64881510,SPX,9999,32768,,A,,791098,12572970
108105,11/03/2015,C,1,64881510,SPX,9999,32768,,A,,242495,3975072
108105,11/03/2015,P,1,64881510,SPX,9999,32768,,A,,548603,8597898
108105,12/03/2015,,1,64881510,SPX,9999,32768,,A,,711795,12821433
108105,12/03/2015,C,1,64881510,SPX,9999,32768,,A,,245455,4049026
108105,12/03/2015,P,1,64881510,SPX,9999,32768,,A,,466340,8772407
108105,13/03/2015,,1,64881510,SPX,9999,32768,,A,,1026709,13008636
108105,13/03/2015,C,1,64881510,SPX,9999,32768,,A,,331765,4114382
108105,13/03/2015,P,1,64881510,SPX,9999,32768,,A,,694944,8894254
108105,16/03/2015,,1,64881510,SPX,9999,32768,,A,,747243,12689177
108105,16/03/2015,C,1,64881510,SPX,9999,32768,,A,,267664,4025757
108105,16/03/2015,P,1,64881510,SPX,9999,32768,,A,,479579,8663420
108105,17/03/2015,,1,64881510,SPX,9999,32768,,A,,548051,12943651
108105,17/03/2015,C,1,64881510,SPX,9999,32768,,A,,218964,4100752
108105,17/03/2015,P,1,64881510,SPX,9999,32768,,A,,329087,8842899
108105,18/03/2015,,1,64881510,SPX,9999,32768,,A,,1176341,13126299
108105,18/03/2015,C,1,64881510,SPX,9999,32768,,A,,366202,4156217
108105,18/03/2015,P,1,64881510,SPX,9999,32768,,A,,810139,8970082
108105,19/03/2015,,1,64881510,SPX,9999,32768,,A,,1136972,13686346
108105,19/03/2015,C,1,64881510,SPX,9999,32768,,A,,474776,4271447
108105,19/03/2015,P,1,64881510,SPX,9999,32768,,A,,662196,9414899
108105,20/03/2015,,1,64881510,SPX,9999,32768,,A,,983374,9458269
108105,20/03/2015,C,1,64881510,SPX,9999,32768,,A,,383346,2813009
108105,20/03/2015,P,1,64881510,SPX,9999,32768,,A,,600028,6645260
108105,23/03/2015,,1,64881510,SPX,9999,32768,,A,,626962,9847968
108105,23/03/2015,C,1,64881510,SPX,9999,32768,,A,,215216,2940462
108105,23/03/2015,P,1,64881510,SPX,9999,32768,,A,,411746,6907506
108105,24/03/2015,,1,64881510,SPX,9999,32768,,A,,709625,10080641
108105,24/03/2015,C,1,64881510,SPX,9999,32768,,A,,239087,3001378
108105,24/03/2015,P,1,64881510,SPX,9999,32768,,A,,470538,7079263
108105,25/03/2015,,1,64881510,SPX,9999,32768,,A,,817451,10360870
108105,25/03/2015,C,1,64881510,SPX,9999,32768,,A,,265986,3084914
108105,25/03/2015,P,1,64881510,SPX,9999,32768,,A,,551465,7275956
108105,26/03/2015,,1,64881510,SPX,9999,32768,,A,,1057726,10621532
108105,26/03/2015,C,1,64881510,SPX,9999,32768,,A,,375404,3144847
108105,26/03/2015,P,1,64881510,SPX,9999,32768,,A,,682322,7476685
108105,27/03/2015,,1,64881510,SPX,9999,32768,,A,,893729,10949099
108105,27/03/2015,C,1,64881510,SPX,9999,32768,,A,,309385,3263864
108105,27/03/2015,P,1,64881510,SPX,9999,32768,,A,,584344,7685235
108105,30/03/2015,,1,64881510,SPX,9999,32768,,A,,789968,10487600
108105,30/03/2015,C,1,64881510,SPX,9999,32768,,A,,253252,3170059
108105,30/03/2015,P,1,64881510,SPX,9999,32768,,A,,536716,7317541
108105,31/03/2015,,1,64881510,SPX,9999,32768,,A,,675779,10728347
108105,31/03/2015,C,1,64881510,SPX,9999,32768,,A,,251322,3248061
108105,31/03/2015,P,1,64881510,SPX,9999,32768,,A,,424457,7480286
108105,01/04/2015,,1,64881510,SPX,9999,32768,,A,,853860,10389268
108105,01/04/2015,C,1,64881510,SPX,9999,32768,,A,,263953,3168992
108105,01/04/2015,P,1,64881510,SPX,9999,32768,,A,,589907,7220276
108105,02/04/2015,,1,64881510,SPX,9999,32768,,A,,714810,10719352
108105,02/04/2015,C,1,64881510,SPX,9999,32768,,A,,246850,3260896
108105,02/04/2015,P,1,64881510,SPX,9999,32768,,A,,467960,7458456
108105,06/04/2015,,1,64881510,SPX,9999,32768,,A,,592067,10355436
108105,06/04/2015,C,1,64881510,SPX,9999,32768,,A,,191699,3185119
108105,06/04/2015,P,1,64881510,SPX,9999,32768,,A,,400368,7170317
108105,07/04/2015,,1,64881510,SPX,9999,32768,,A,,674689,10575729
108105,07/04/2015,C,1,64881510,SPX,9999,32768,,A,,261044,3267287
108105,07/04/2015,P,1,64881510,SPX,9999,32768,,A,,413645,7308442
108105,08/04/2015,,1,64881510,SPX,9999,32768,,A,,563637,10811481
108105,08/04/2015,C,1,64881510,SPX,9999,32768,,A,,178080,3343905
108105,08/04/2015,P,1,64881510,SPX,9999,32768,,A,,385557,7467576
108105,09/04/2015,,1,64881510,SPX,9999,32768,,A,,724400,11014365
108105,09/04/2015,C,1,64881510,SPX,9999,32768,,A,,251393,3396865
108105,09/04/2015,P,1,64881510,SPX,9999,32768,,A,,473007,7617500
108105,10/04/2015,,1,64881510,SPX,9999,32768,,A,,994538,11257126
108105,10/04/2015,C,1,64881510,SPX,9999,32768,,A,,326646,3460765
108105,10/04/2015,P,1,64881510,SPX,9999,32768,,A,,667892,7796361
108105,13/04/2015,,1,64881510,SPX,9999,32768,,A,,698581,10833638
108105,13/04/2015,C,1,64881510,SPX,9999,32768,,A,,274456,3372310
108105,13/04/2015,P,1,64881510,SPX,9999,32768,,A,,424125,7461328
108105,14/04/2015,,1,64881510,SPX,9999,32768,,A,,677367,11061100
108105,14/04/2015,C,1,64881510,SPX,9999,32768,,A,,233525,3440925
108105,14/04/2015,P,1,64881510,SPX,9999,32768,,A,,443842,7620175
108105,15/04/2015,,1,64881510,SPX,9999,32768,,A,,983434,11298509
108105,15/04/2015,C,1,64881510,SPX,9999,32768,,A,,388759,3506911
108105,15/04/2015,P,1,64881510,SPX,9999,32768,,A,,594675,7791598
108105,16/04/2015,,1,64881510,SPX,9999,32768,,A,,750792,11671827
108105,16/04/2015,C,1,64881510,SPX,9999,32768,,A,,286843,3625338
108105,16/04/2015,P,1,64881510,SPX,9999,32768,,A,,463949,8046489
108105,17/04/2015,,1,64881510,SPX,9999,32768,,A,,1153120,9624793
108105,17/04/2015,C,1,64881510,SPX,9999,32768,,A,,333427,3142782
108105,17/04/2015,P,1,64881510,SPX,9999,32768,,A,,819693,6482011
108105,20/04/2015,,1,64881510,SPX,9999,32768,,A,,497246,10240600
108105,20/04/2015,C,1,64881510,SPX,9999,32768,,A,,165098,3281055
108105,20/04/2015,P,1,64881510,SPX,9999,32768,,A,,332148,6959545
108105,21/04/2015,,1,64881510,SPX,9999,32768,,A,,604905,10429928
108105,21/04/2015,C,1,64881510,SPX,9999,32768,,A,,222436,3352151
108105,21/04/2015,P,1,64881510,SPX,9999,32768,,A,,382469,7077777
108105,22/04/2015,,1,64881510,SPX,9999,32768,,A,,600107,10652938
108105,22/04/2015,C,1,64881510,SPX,9999,32768,,A,,199217,3422827
108105,22/04/2015,P,1,64881510,SPX,9999,32768,,A,,400890,7230111
108105,23/04/2015,,1,64881510,SPX,9999,32768,,A,,784746,10877464
108105,23/04/2015,C,1,64881510,SPX,9999,32768,,A,,248554,3477915
108105,23/04/2015,P,1,64881510,SPX,9999,32768,,A,,536192,7399549
108105,24/04/2015,,1,64881510,SPX,9999,32768,,A,,945366,11175824
108105,24/04/2015,C,1,64881510,SPX,9999,32768,,A,,386993,3555875
108105,24/04/2015,P,1,64881510,SPX,9999,32768,,A,,558373,7619949
108105,27/04/2015,,1,64881510,SPX,9999,32768,,A,,749686,10873183
108105,27/04/2015,C,1,64881510,SPX,9999,32768,,A,,248863,3494527
108105,27/04/2015,P,1,64881510,SPX,9999,32768,,A,,500823,7378656
108105,28/04/2015,,1,64881510,SPX,9999,32768,,A,,525162,11180944
108105,28/04/2015,C,1,64881510,SPX,9999,32768,,A,,207558,3561146
108105,28/04/2015,P,1,64881510,SPX,9999,32768,,A,,317604,7619798
108105,29/04/2015,,1,64881510,SPX,9999,32768,,A,,738367,11362487
108105,29/04/2015,C,1,64881510,SPX,9999,32768,,A,,259474,3634596
108105,29/04/2015,P,1,64881510,SPX,9999,32768,,A,,478893,7727891
108105,30/04/2015,,1,64881510,SPX,9999,32768,,A,,976821,11614227
108105,30/04/2015,C,1,64881510,SPX,9999,32768,,A,,310820,3682310
108105,30/04/2015,P,1,64881510,SPX,9999,32768,,A,,666001,7931917
108105,01/05/2015,,1,64881510,SPX,9999,32768,,A,,1066668,11577077
108105,01/05/2015,C,1,64881510,SPX,9999,32768,,A,,372035,3651648
108105,01/05/2015,P,1,64881510,SPX,9999,32768,,A,,694633,7925429
108105,04/05/2015,,1,64881510,SPX,9999,32768,,A,,636455,11289006
108105,04/05/2015,C,1,64881510,SPX,9999,32768,,A,,188339,3607622
108105,04/05/2015,P,1,64881510,SPX,9999,32768,,A,,448116,7681384
108105,05/05/2015,,1,64881510,SPX,9999,32768,,A,,716690,11542421
108105,05/05/2015,C,1,64881510,SPX,9999,32768,,A,,228035,3672740
108105,05/05/2015,P,1,64881510,SPX,9999,32768,,A,,488655,7869681
108105,06/05/2015,,1,64881510,SPX,9999,32768,,A,,944542,11759912
108105,06/05/2015,C,1,64881510,SPX,9999,32768,,A,,330094,3712149
108105,06/05/2015,P,1,64881510,SPX,9999,32768,,A,,614448,8047763
108105,07/05/2015,,1,64881510,SPX,9999,32768,,A,,825859,11999615
108105,07/05/2015,C,1,64881510,SPX,9999,32768,,A,,309952,3783739
108105,07/05/2015,P,1,64881510,SPX,9999,32768,,A,,515907,8215876
108105,08/05/2015,,1,64881510,SPX,9999,32768,,A,,1059904,12306915
108105,08/05/2015,C,1,64881510,SPX,9999,32768,,A,,398738,3869517
108105,08/05/2015,P,1,64881510,SPX,9999,32768,,A,,661166,8437398
108105,11/05/2015,,1,64881510,SPX,9999,32768,,A,,674788,11648783
108105,11/05/2015,C,1,64881510,SPX,9999,32768,,A,,227239,3721873
108105,11/05/2015,P,1,64881510,SPX,9999,32768,,A,,447549,7926910
108105,12/05/2015,,1,64881510,SPX,9999,32768,,A,,817449,11867680
108105,12/05/2015,C,1,64881510,SPX,9999,32768,,A,,218570,3790679
108105,12/05/2015,P,1,64881510,SPX,9999,32768,,A,,598879,8077001
108105,13/05/2015,,1,64881510,SPX,9999,32768,,A,,560574,12118008
108105,13/05/2015,C,1,64881510,SPX,9999,32768,,A,,192969,3816771
108105,13/05/2015,P,1,64881510,SPX,9999,32768,,A,,367605,8301237
108105,14/05/2015,,1,64881510,SPX,9999,32768,,A,,986375,12287865
108105,14/05/2015,C,1,64881510,SPX,9999,32768,,A,,424206,3856246
108105,14/05/2015,P,1,64881510,SPX,9999,32768,,A,,562169,8431619
108105,15/05/2015,,1,64881510,SPX,9999,32768,,A,,819560,10385100
108105,15/05/2015,C,1,64881510,SPX,9999,32768,,A,,241470,3452445
108105,15/05/2015,P,1,64881510,SPX,9999,32768,,A,,578090,6932655
108105,18/05/2015,,1,64881510,SPX,9999,32768,,A,,801941,10855274
108105,18/05/2015,C,1,64881510,SPX,9999,32768,,A,,281179,3585866
108105,18/05/2015,P,1,64881510,SPX,9999,32768,,A,,520762,7269408
108105,19/05/2015,,1,64881510,SPX,9999,32768,,A,,580029,11161549
108105,19/05/2015,C,1,64881510,SPX,9999,32768,,A,,228105,3691181
108105,19/05/2015,P,1,64881510,SPX,9999,32768,,A,,351924,7470368
108105,20/05/2015,,1,64881510,SPX,9999,32768,,A,,699743,11348652
108105,20/05/2015,C,1,64881510,SPX,9999,32768,,A,,210718,3752531
108105,20/05/2015,P,1,64881510,SPX,9999,32768,,A,,489025,7596121
108105,21/05/2015,,1,64881510,SPX,9999,32768,,A,,675385,11654681
108105,21/05/2015,C,1,64881510,SPX,9999,32768,,A,,263005,3840383
108105,21/05/2015,P,1,64881510,SPX,9999,32768,,A,,412380,7814298
108105,22/05/2015,,1,64881510,SPX,9999,32768,,A,,810087,11898500
108105,22/05/2015,C,1,64881510,SPX,9999,32768,,A,,272984,3926639
108105,22/05/2015,P,1,64881510,SPX,9999,32768,,A,,537103,7971861
108105,26/05/2015,,1,64881510,SPX,9999,32768,,A,,905114,11327331
108105,26/05/2015,C,1,64881510,SPX,9999,32768,,A,,305688,3792623
108105,26/05/2015,P,1,64881510,SPX,9999,32768,,A,,599426,7534708
108105,27/05/2015,,1,64881510,SPX,9999,32768,,A,,764388,11650614
108105,27/05/2015,C,1,64881510,SPX,9999,32768,,A,,293684,3841891
108105,27/05/2015,P,1,64881510,SPX,9999,32768,,A,,470704,7808723
108105,28/05/2015,,1,64881510,SPX,9999,32768,,A,,663732,11937482
108105,28/05/2015,C,1,64881510,SPX,9999,32768,,A,,209548,3921874
108105,28/05/2015,P,1,64881510,SPX,9999,32768,,A,,454184,8015608
108105,29/05/2015,,1,64881510,SPX,9999,32768,,A,,961626,12259185
108105,29/05/2015,C,1,64881510,SPX,9999,32768,,A,,262324,3998833
108105,29/05/2015,P,1,64881510,SPX,9999,32768,,A,,699302,8260352
108105,01/06/2015,,1,64881510,SPX,9999,32768,,A,,682533,11541625
108105,01/06/2015,C,1,64881510,SPX,9999,32768,,A,,251751,3761810
108105,01/06/2015,P,1,64881510,SPX,9999,32768,,A,,430782,7779815
108105,02/06/2015,,1,64881510,SPX,9999,32768,,A,,686411,11854182
108105,02/06/2015,C,1,64881510,SPX,9999,32768,,A,,199211,3866645
108105,02/06/2015,P,1,64881510,SPX,9999,32768,,A,,487200,7987537
108105,03/06/2015,,1,64881510,SPX,9999,32768,,A,,576638,12095675
108105,03/06/2015,C,1,64881510,SPX,9999,32768,,A,,205937,3916207
108105,03/06/2015,P,1,64881510,SPX,9999,32768,,A,,370701,8179468
108105,04/06/2015,,1,64881510,SPX,9999,32768,,A,,1199080,12310264
108105,04/06/2015,C,1,64881510,SPX,9999,32768,,A,,301140,3976523
108105,04/06/2015,P,1,64881510,SPX,9999,32768,,A,,897940,8333741
108105,05/06/2015,,1,64881510,SPX,9999,32768,,A,,1129223,12814821
108105,05/06/2015,C,1,64881510,SPX,9999,32768,,A,,358713,4033180
108105,05/06/2015,P,1,64881510,SPX,9999,32768,,A,,770510,8781641
108105,08/06/2015,,1,64881510,SPX,9999,32768,,A,,861234,12209213
108105,08/06/2015,C,1,64881510,SPX,9999,32768,,A,,294443,3881723
108105,08/06/2015,P,1,64881510,SPX,9999,32768,,A,,566791,8327490
108105,09/06/2015,,1,64881510,SPX,9999,32768,,A,,789044,12596599
108105,09/06/2015,C,1,64881510,SPX,9999,32768,,A,,255580,3970426
108105,09/06/2015,P,1,64881510,SPX,9999,32768,,A,,533464,8626173
108105,10/06/2015,,1,64881510,SPX,9999,32768,,A,,871569,12885823
108105,10/06/2015,C,1,64881510,SPX,9999,32768,,A,,289198,4060052
108105,10/06/2015,P,1,64881510,SPX,9999,32768,,A,,582371,8825771
108105,11/06/2015,,1,64881510,SPX,9999,32768,,A,,718827,13137429
108105,11/06/2015,C,1,64881510,SPX,9999,32768,,A,,243259,4156438
108105,11/06/2015,P,1,64881510,SPX,9999,32768,,A,,475568,8980991
108105,12/06/2015,,1,64881510,SPX,9999,32768,,A,,1064527,13345697
108105,12/06/2015,C,1,64881510,SPX,9999,32768,,A,,365477,4224075
108105,12/06/2015,P,1,64881510,SPX,9999,32768,,A,,699050,9121622
108105,15/06/2015,,1,64881510,SPX,9999,32768,,A,,826463,12708599
108105,15/06/2015,C,1,64881510,SPX,9999,32768,,A,,294662,4098560
108105,15/06/2015,P,1,64881510,SPX,9999,32768,,A,,531801,8610039
108105,16/06/2015,,1,64881510,SPX,9999,32768,,A,,744932,12953248
108105,16/06/2015,C,1,64881510,SPX,9999,32768,,A,,288588,4170618
108105,16/06/2015,P,1,64881510,SPX,9999,32768,,A,,456344,8782630
108105,17/06/2015,,1,64881510,SPX,9999,32768,,A,,864574,13169833
108105,17/06/2015,C,1,64881510,SPX,9999,32768,,A,,274872,4243521
108105,17/06/2015,P,1,64881510,SPX,9999,32768,,A,,589702,8926312
108105,18/06/2015,,1,64881510,SPX,9999,32768,,A,,1313204,13563914
108105,18/06/2015,C,1,64881510,SPX,9999,32768,,A,,569298,4337830
108105,18/06/2015,P,1,64881510,SPX,9999,32768,,A,,743906,9226084
108105,19/06/2015,,1,64881510,SPX,9999,32768,,A,,926342,9567731
108105,19/06/2015,C,1,64881510,SPX,9999,32768,,A,,266708,3017861
108105,19/06/2015,P,1,64881510,SPX,9999,32768,,A,,659634,6549870
108105,22/06/2015,,1,64881510,SPX,9999,32768,,A,,781684,10072401
108105,22/06/2015,C,1,64881510,SPX,9999,32768,,A,,271867,3143342
108105,22/06/2015,P,1,64881510,SPX,9999,32768,,A,,509817,6929059
108105,23/06/2015,,1,64881510,SPX,9999,32768,,A,,581166,10424960
108105,23/06/2015,C,1,64881510,SPX,9999,32768,,A,,174027,3263988
108105,23/06/2015,P,1,64881510,SPX,9999,32768,,A,,407139,7160972
108105,24/06/2015,,1,64881510,SPX,9999,32768,,A,,772977,10615557
108105,24/06/2015,C,1,64881510,SPX,9999,32768,,A,,265931,3324162
108105,24/06/2015,P,1,64881510,SPX,9999,32768,,A,,507046,7291395
108105,25/06/2015,,1,64881510,SPX,9999,32768,,A,,748493,10910904
108105,25/06/2015,C,1,64881510,SPX,9999,32768,,A,,273236,3384352
108105,25/06/2015,P,1,64881510,SPX,9999,32768,,A,,475257,7526552
108105,26/06/2015,,1,64881510,SPX,9999,32768,,A,,1050578,11235433
108105,26/06/2015,C,1,64881510,SPX,9999,32768,,A,,366376,3479912
108105,26/06/2015,P,1,64881510,SPX,9999,32768,,A,,684202,7755521
108105,29/06/2015,,1,64881510,SPX,9999,32768,,A,,1603544,10582832
108105,29/06/2015,C,1,64881510,SPX,9999,32768,,A,,442152,3336342
108105,29/06/2015,P,1,64881510,SPX,9999,32768,,A,,1161392,7246490
108105,30/06/2015,,1,64881510,SPX,9999,32768,,A,,1255758,11205634
108105,30/06/2015,C,1,64881510,SPX,9999,32768,,A,,413760,3468979
108105,30/06/2015,P,1,64881510,SPX,9999,32768,,A,,841998,7736655
108105,01/07/2015,,1,64881510,SPX,9999,32768,,A,,996602,10928870
108105,01/07/2015,C,1,64881510,SPX,9999,32768,,A,,305498,3423353
108105,01/07/2015,P,1,64881510,SPX,9999,32768,,A,,691104,7505517
108105,02/07/2015,,1,64881510,SPX,9999,32768,,A,,970609,11348778
108105,02/07/2015,C,1,64881510,SPX,9999,32768,,A,,291305,3537490
108105,02/07/2015,P,1,64881510,SPX,9999,32768,,A,,679304,7811288
108105,06/07/2015,,1,64881510,SPX,9999,32768,,A,,889510,10802610
108105,06/07/2015,C,1,64881510,SPX,9999,32768,,A,,297892,3399721
108105,06/07/2015,P,1,64881510,SPX,9999,32768,,A,,591618,7402889
108105,07/07/2015,,1,64881510,SPX,9999,32768,,A,,1163440,11137335
108105,07/07/2015,C,1,64881510,SPX,9999,32768,,A,,439936,3499135
108105,07/07/2015,P,1,64881510,SPX,9999,32768,,A,,723504,7638200
108105,08/07/2015,,1,64881510,SPX,9999,32768,,A,,1040587,11545300
108105,08/07/2015,C,1,64881510,SPX,9999,32768,,A,,253229,3643332
108105,08/07/2015,P,1,64881510,SPX,9999,32768,,A,,787358,7901968
108105,09/07/2015,,1,64881510,SPX,9999,32768,,A,,1067925,11922908
108105,09/07/2015,C,1,64881510,SPX,9999,32768,,A,,324976,3721490
108105,09/07/2015,P,1,64881510,SPX,9999,32768,,A,,742949,8201418
108105,10/07/2015,,1,64881510,SPX,9999,32768,,A,,1231789,12376827
108105,10/07/2015,C,1,64881510,SPX,9999,32768,,A,,424485,3831109
108105,10/07/2015,P,1,64881510,SPX,9999,32768,,A,,807304,8545718
108105,13/07/2015,,1,64881510,SPX,9999,32768,,A,,1155766,11586694
108105,13/07/2015,C,1,64881510,SPX,9999,32768,,A,,370682,3656025
