secid,date,cp_flag,index_flag,cusip,ticker,sic,exchange_d,class,issue_type,industry_group,volume,open_interest
108105,07/02/2012,,1,64881510,SPX,9999,32768,,A,,459352,12085650
108105,07/02/2012,C,1,64881510,SPX,9999,32768,,A,,126655,4399512
108105,07/02/2012,P,1,64881510,SPX,9999,32768,,A,,332697,7686138
108105,08/02/2012,,1,64881510,SPX,9999,32768,,A,,558771,12244913
108105,08/02/2012,C,1,64881510,SPX,9999,32768,,A,,229612,4438600
108105,08/02/2012,P,1,64881510,SPX,9999,32768,,A,,329159,7806313
108105,09/02/2012,,1,64881510,SPX,9999,32768,,A,,696183,12463862
108105,09/02/2012,C,1,64881510,SPX,9999,32768,,A,,274182,4530324
108105,09/02/2012,P,1,64881510,SPX,9999,32768,,A,,422001,7933538
108105,10/02/2012,,1,64881510,SPX,9999,32768,,A,,907416,12736431
108105,10/02/2012,C,1,64881510,SPX,9999,32768,,A,,354634,4649150
108105,10/02/2012,P,1,64881510,SPX,9999,32768,,A,,552782,8087281
108105,13/02/2012,,1,64881510,SPX,9999,32768,,A,,678576,12828224
108105,13/02/2012,C,1,64881510,SPX,9999,32768,,A,,207225,4649420
108105,13/02/2012,P,1,64881510,SPX,9999,32768,,A,,471351,8178804
108105,14/02/2012,,1,64881510,SPX,9999,32768,,A,,712961,13109878
108105,14/02/2012,C,1,64881510,SPX,9999,32768,,A,,255852,4691079
108105,14/02/2012,P,1,64881510,SPX,9999,32768,,A,,457109,8418799
108105,15/02/2012,,1,64881510,SPX,9999,32768,,A,,1309639,13232364
108105,15/02/2012,C,1,64881510,SPX,9999,32768,,A,,384411,4717908
108105,15/02/2012,P,1,64881510,SPX,9999,32768,,A,,925228,8514456
108105,16/02/2012,,1,64881510,SPX,9999,32768,,A,,1058675,13773236
108105,16/02/2012,C,1,64881510,SPX,9999,32768,,A,,399437,4840142
108105,16/02/2012,P,1,64881510,SPX,9999,32768,,A,,659238,8933094
108105,17/02/2012,,1,64881510,SPX,9999,32768,,A,,638781,11292094
108105,17/02/2012,C,1,64881510,SPX,9999,32768,,A,,204608,4064539
108105,17/02/2012,P,1,64881510,SPX,9999,32768,,A,,434173,7227555
108105,21/02/2012,,1,64881510,SPX,9999,32768,,A,,820013,11572023
108105,21/02/2012,C,1,64881510,SPX,9999,32768,,A,,335979,4148119
108105,21/02/2012,P,1,64881510,SPX,9999,32768,,A,,484034,7423904
108105,22/02/2012,,1,64881510,SPX,9999,32768,,A,,703037,11893722
108105,22/02/2012,C,1,64881510,SPX,9999,32768,,A,,226385,4266699
108105,22/02/2012,P,1,64881510,SPX,9999,32768,,A,,476652,7627023
108105,23/02/2012,,1,64881510,SPX,9999,32768,,A,,702888,12089560
108105,23/02/2012,C,1,64881510,SPX,9999,32768,,A,,224322,4312294
108105,23/02/2012,P,1,64881510,SPX,9999,32768,,A,,478566,7777266
108105,24/02/2012,,1,64881510,SPX,9999,32768,,A,,679075,12489798
108105,24/02/2012,C,1,64881510,SPX,9999,32768,,A,,209678,4458981
108105,24/02/2012,P,1,64881510,SPX,9999,32768,,A,,469397,8030817
108105,27/02/2012,,1,64881510,SPX,9999,32768,,A,,492968,12507716
108105,27/02/2012,C,1,64881510,SPX,9999,32768,,A,,161307,4448709
108105,27/02/2012,P,1,64881510,SPX,9999,32768,,A,,331661,8059007
108105,28/02/2012,,1,64881510,SPX,9999,32768,,A,,533528,12677183
108105,28/02/2012,C,1,64881510,SPX,9999,32768,,A,,241785,4503680
108105,28/02/2012,P,1,64881510,SPX,9999,32768,,A,,291743,8173503
108105,29/02/2012,,1,64881510,SPX,9999,32768,,A,,625096,12880487
108105,29/02/2012,C,1,64881510,SPX,9999,32768,,A,,186038,4586464
108105,29/02/2012,P,1,64881510,SPX,9999,32768,,A,,439058,8294023
